"","FirstFound","LastPresent","LastChecked","Fate","Freq","Init","NestAge","Site","Nest","X","year_winter","ws_days_tmin_below_15","w_days_tmin_below_15","sp_days_tmin_below_11","winter_meanTmin","spring_meanTmin","ws_days_awnd_above_13_6","w_days_awnd_above_13_8","sp_days_awnd_above_12","winter_meanWind","spring_meanWind","ws_count_sic_ge95","winter_count_sic_ge95","spring_count_sic_ge95","ws_count_sic_le15","winter_count_sic_le15","spring_count_sic_le15","ws_index","winter_index","spring_index","Year"
"290",1,31,31,0,1,135,5,"Kig","EFS001",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"291",1,21,21,0,1,135,5,"Kig","EFS004",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"292",3,23,23,0,1,137,3,"Kig","EFS013",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"293",4,21,21,0,1,135,5,"Kig","EFS018",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"294",5,27,27,0,1,136,4,"Kig","EFS022",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"295",6,21,21,0,1,134,6,"Kig","EFS025",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"296",6,29,29,0,1,143,-3,"Kig","EFS026",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"297",6,24,24,0,1,137,3,"Kig","EFS028",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"298",8,30,30,0,1,145,-5,"Kig","EFS029",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"299",8,30,30,0,1,142,-2,"Kig","EFS030",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"300",8,26,26,0,1,139,1,"Kig","EFS032",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"301",9,25,25,0,1,137,3,"Kig","EFS033",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"302",10,26,26,0,1,138,2,"Kig","EFS034",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"303",10,30,30,0,1,141,-1,"Kig","EFS035",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"304",10,34,34,0,1,147,-7,"Kig","EFS037",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"305",10,33,33,0,1,147,-7,"Kig","EFS038",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"306",11,30,30,0,1,139,1,"Kig","EFS042",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"307",14,36,36,0,1,148,-8,"Kig","EFS048",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"308",14,34,34,0,1,148,-8,"Kig","EFS050",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"309",15,25,25,0,1,136,4,"Kig","EFS052",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"310",18,35,35,0,1,146,-6,"Kig","EFS056",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"311",27,36,36,0,1,151,-11,"Kig","EFS061",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"312",1,23,23,0,1,135,5,"Kig","GJH004",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"313",4,27,27,0,1,138,2,"Kig","GJH015",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"314",4,21,21,0,1,135,5,"Kig","GJH016",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"315",5,22,22,0,1,139,1,"Kig","GJH022",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"316",6,26,26,0,1,134,6,"Kig","GJH026",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"317",6,22,22,0,1,134,6,"Kig","GJH027",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"318",8,32,32,0,1,142,-2,"Kig","GJH028",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"319",8,22,22,0,1,136,4,"Kig","GJH029",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"320",8,30,30,0,1,142,-2,"Kig","GJH030",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"321",8,21,21,0,1,136,4,"Kig","GJH031",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"322",10,27,27,0,1,141,-1,"Kig","GJH034",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"323",10,30,30,0,1,144,-4,"Kig","GJH035",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"324",10,34,34,0,1,144,-4,"Kig","GJH037",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"325",11,27,27,0,1,142,-2,"Kig","GJH040",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"326",11,27,27,0,1,139,1,"Kig","GJH043",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"327",12,31,31,0,1,143,-3,"Kig","GJH047",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"328",12,33,33,0,1,146,-6,"Kig","GJH048",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"329",14,29,29,0,1,142,-2,"Kig","GJH049",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"330",14,23,23,0,1,132,8,"Kig","GJH051",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"331",15,33,33,0,1,146,-6,"Kig","GJH052",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"332",15,34,34,0,1,149,-9,"Kig","GJH053",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"333",16,31,31,0,1,147,-7,"Kig","GJH054",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"334",17,39,39,0,1,151,-11,"Kig","GJH057",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"335",18,35,35,0,1,149,-9,"Kig","GJH058",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"336",19,40,40,0,1,153,-13,"Kig","GJH062",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"337",2,24,24,0,1,136,4,"Kig","MMB003",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"338",7,23,23,0,1,138,2,"Kig","MMB011",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"339",9,32,32,0,1,143,-3,"Kig","MMB013",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"340",9,23,23,0,1,137,3,"Kig","MMB015",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"341",10,32,32,0,1,144,-4,"Kig","MMB016",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"342",11,27,27,0,1,139,1,"Kig","MMB018",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"343",11,28,28,0,1,139,1,"Kig","MMB019",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"344",11,28,28,0,1,142,-2,"Kig","MMB020",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"345",12,31,31,0,1,146,-6,"Kig","MMB021",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"346",12,27,27,0,1,140,0,"Kig","MMB023",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"347",12,28,28,0,1,140,0,"Kig","MMB024",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"348",13,31,31,0,1,144,-4,"Kig","MMB027",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"349",16,39,39,0,1,150,-10,"Kig","MMB029",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"350",17,34,34,0,1,150,-10,"Kig","MMB030",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"351",17,34,34,0,1,151,-11,"Kig","MMB031",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"352",17,33,33,0,1,150,-10,"Kig","MMB032",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"353",23,37,37,0,1,151,-11,"Kig","MMB040",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"354",33,49,49,0,1,164,-24,"Kig","MMB042",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"355",1,24,24,0,1,138,2,"Kig","TLM002",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"356",1,25,25,0,1,138,2,"Kig","TLM003",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"357",3,24,24,0,1,137,3,"Kig","TLM009",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"358",4,30,30,0,1,141,-1,"Kig","TLM017",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"359",5,26,26,0,1,139,1,"Kig","TLM020",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"360",5,22,22,0,1,139,1,"Kig","TLM021",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"361",5,35,35,0,1,142,-2,"Kig","TLM022",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"362",5,25,25,0,1,142,-2,"Kig","TLM023",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"363",5,28,28,0,1,142,-2,"Kig","TLM029",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"364",7,23,23,0,1,138,2,"Kig","TLM030",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"365",7,23,23,0,1,138,2,"Kig","TLM035",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"366",8,27,27,0,1,142,-2,"Kig","TLM037",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"367",8,25,25,0,1,142,-2,"Kig","TLM038",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"368",8,24,24,0,1,142,-2,"Kig","TLM039",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"369",8,31,31,0,1,145,-5,"Kig","TLM040",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"370",10,31,31,0,1,147,-7,"Kig","TLM049",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"371",10,27,27,0,1,144,-4,"Kig","TLM050",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"372",10,32,32,0,1,147,-7,"Kig","TLM054",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"373",11,20,20,0,1,132,8,"Kig","TLM056",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"374",11,33,33,0,1,148,-8,"Kig","TLM057",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"375",11,33,33,0,1,148,-8,"Kig","TLM058",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"376",11,27,27,0,1,139,1,"Kig","TLM059",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"377",11,31,31,0,1,145,-5,"Kig","TLM060",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"378",11,33,33,0,1,148,-8,"Kig","TLM062",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"379",11,27,27,0,1,139,1,"Kig","TLM063",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"380",12,22,22,0,1,133,7,"Kig","TLM064",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"381",12,30,30,0,1,143,-3,"Kig","TLM065",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"382",12,29,29,0,1,146,-6,"Kig","TLM066",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"383",12,29,29,0,1,146,-6,"Kig","TLM067",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"384",12,29,29,0,1,146,-6,"Kig","TLM068",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"385",12,27,27,0,1,143,-3,"Kig","TLM069",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"386",13,21,21,0,1,134,6,"Kig","TLM073",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"387",13,34,34,0,1,150,-10,"Kig","TLM074",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"388",13,30,30,0,1,141,-1,"Kig","TLM076",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"389",13,30,30,0,1,144,-4,"Kig","TLM078",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"390",13,30,30,0,1,144,-4,"Kig","TLM079",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"391",13,34,34,0,1,147,-7,"Kig","TLM080",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"392",13,28,28,0,1,144,-4,"Kig","TLM082",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"393",15,35,35,0,1,149,-9,"Kig","TLM083",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"394",15,36,36,0,1,149,-9,"Kig","TLM084",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"395",15,33,33,0,1,146,-6,"Kig","TLM086",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"396",15,32,32,0,1,149,-9,"Kig","TLM088",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"397",16,36,36,0,1,150,-10,"Kig","TLM089",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"398",16,39,39,0,1,153,-13,"Kig","TLM090",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"399",18,39,39,0,1,155,-15,"Kig","TLM093",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"400",18,28,28,0,1,139,1,"Kig","TLM094",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"401",29,44,44,0,1,160,-20,"Kig","TLM101",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"402",41,47,47,0,1,162,-22,"Kig","TLM104",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"403",20,39,39,0,1,154,-14,"Kig","WSK001",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"404",12,30,30,0,1,143,-3,"Kig","EFS045",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"405",1,1,8,1,1,138,2,"Kig","EFS003",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
"406",4,18,24,1,1,141,-1,"Kig","EFS020",4,1996,6,5,1,-4.18344370860927,-3.22666666666667,8,6,0,8.00466666666667,6.13333333333333,52,39,13,65,64,1,109.697954015797,74.9673180076768,31.2051741585759,1997
